title,issn,variable,value,label
Gender & Society,1552-3977,preprint_citing,No,Can preprints be cited?
Geophysical Research Letters,1944-8007,preprint_citing,No,Can preprints be cited?
Global Environmental Change,0959-3780,preprint_citing,No,Can preprints be cited?
Government Information Quarterly,0740-624X,preprint_citing,No,Can preprints be cited?
Gut,1468-3288,preprint_citing,No,Can preprints be cited?
Health Affairs,1544-5208,preprint_citing,No,Can preprints be cited?
Hepatology,1527-3350,preprint_citing,No,Can preprints be cited?
IEEE Communications Magazine,0163-6804,preprint_citing,No,Can preprints be cited?
IEEE Communications Surveys & Tutorials,1553-877X,preprint_citing,No,Can preprints be cited?
"IEEE Conference on Computer Vision and Pattern Recognition, CVPR","Only ISBN available, counts as a book",preprint_citing,No,Can preprints be cited?
IEEE International Conference on Computer Vision,2380-7504,preprint_citing,Yes,Can preprints be cited?
IEEE Transactions on Automatic Control,0018-9286,preprint_citing,No,Can preprints be cited?
IEEE Transactions on Industrial Electronics,0278-0046,preprint_citing,No,Can preprints be cited?
IEEE Transactions on Pattern Analysis and Machine Intelligence,0162-8828,preprint_citing,No,Can preprints be cited?
IEEE Transactions on Power Electronics,0885-8993,preprint_citing,No,Can preprints be cited?
IEEE Transactions on Signal Processing,1053-587X,preprint_citing,No,Can preprints be cited?
Immunity,1074-7613,preprint_citing,No,Can preprints be cited?
International Journal of Communication,1932-8036,preprint_citing,No,Can preprints be cited?
International Journal of Production Economics,0925-5273,preprint_citing,No,Can preprints be cited?
Journal of the American Medical Association,1538-3598,preprint_citing,No,Can preprints be cited?
Journal of Allergy and Clinical Immunology,0091-6749,preprint_citing,No,Can preprints be cited?
Journal of Banking & Finance,0378-4266,preprint_citing,No,Can preprints be cited?
Journal of Business Ethics,1573-0697,preprint_citing,No,Can preprints be cited?
Journal of Business Research,0148-2963,preprint_citing,No,Can preprints be cited?
Journal of Cleaner Production,0959-6526,preprint_citing,No,Can preprints be cited?
Journal of Clinical Oncology,1527-7755,preprint_citing,No,Can preprints be cited?
Journal of Communication,1460-2466,preprint_citing,No,Can preprints be cited?
Journal of Cosmology and Astroparticle Physics,1475-7516,preprint_citing,No,Can preprints be cited?
Journal of Economic Perspectives,1944-7965,preprint_citing,No,Can preprints be cited?
Journal of Educational Psychology,1939-2176,preprint_citing,No,Can preprints be cited?
Journal of Financial Economics,0304-405X,preprint_citing,No,Can preprints be cited?
Journal of Geophysical Research,2156-2202,preprint_citing,No,Can preprints be cited?
Journal of Hepatology,0168-8278,preprint_citing,No,Can preprints be cited?
Journal of High Energy Physics,1029-8479,preprint_citing,Yes,Can preprints be cited?
Journal of Management,1557-1211,preprint_citing,No,Can preprints be cited?
Journal of Materials Chemistry. A,2050-7488,preprint_citing,Yes,Can preprints be cited?
Journal of Pragmatics,0378-2166,preprint_citing,No,Can preprints be cited?
Journal of the American Chemical Society,1520-5126,preprint_citing,No,Can preprints be cited?
Journal of the American College of Cardiology,0735-1097,preprint_citing,No,Can preprints be cited?
Journal of Youth and Adolescence,1573-6601,preprint_citing,No,Can preprints be cited?
Journalism,1741-3001,preprint_citing,No,Can preprints be cited?
Journalism Practice,1751-2786,preprint_citing,No,Can preprints be cited?
Journalism Studies,1461-670X,preprint_citing,No,Can preprints be cited?
Land Use Policy,0264-8377,preprint_citing,No,Can preprints be cited?
Language Learning,1467-9922,preprint_citing,No,Can preprints be cited?
Lingua,0024-3841,preprint_citing,No,Can preprints be cited?
Management Information Systems Quarterly,2162-9730,preprint_citing,No,Can preprints be cited?
Management Science,1526-5501,preprint_citing,No,Can preprints be cited?
"Media, Culture & Society",1460-3675,preprint_citing,No,Can preprints be cited?
Molecular Cell,1097-2765,preprint_citing,Yes,Can preprints be cited?
Monthly Notices of the Royal Astronomical Society,1365-2966,preprint_citing,Yes,Can preprints be cited?
Nano Letters,1530-6992,preprint_citing,Yes,Can preprints be cited?
Nanoscale,2040-3372,preprint_citing,No,Can preprints be cited?
Nature,1476-4687,preprint_citing,Yes,Can preprints be cited?
Nature Biotechnology,1546-1696,preprint_citing,Yes,Can preprints be cited?
Nature Cell Biology,1476-4679,preprint_citing,Yes,Can preprints be cited?
Nature Chemistry,1755-4349,preprint_citing,Yes,Can preprints be cited?
Nature Climate Change,1758-6798,preprint_citing,Yes,Can preprints be cited?
Nature Communications,2041-1723,preprint_citing,Yes,Can preprints be cited?
Nature Genetics,1546-1718,preprint_citing,Yes,Can preprints be cited?
Nature Immunology,1529-2916,preprint_citing,Yes,Can preprints be cited?
Nature Materials,1476-4660,preprint_citing,Yes,Can preprints be cited?
Nature Medicine,1546-170X,preprint_citing,Yes,Can preprints be cited?
Nature Methods,1548-7105,preprint_citing,Yes,Can preprints be cited?
Nature Nanotechnology,1748-3395,preprint_citing,Yes,Can preprints be cited?
Nature Neuroscience,1546-1726,preprint_citing,Yes,Can preprints be cited?
Nature Photonics,1749-4893,preprint_citing,Yes,Can preprints be cited?
Nature Physics,1745-2481,preprint_citing,Yes,Can preprints be cited?
Nature Reviews Cancer,1474-1768,preprint_citing,No,Can preprints be cited?
Nature Reviews Genetics,1471-0064,preprint_citing,No,Can preprints be cited?
Nature Reviews Immunology,1474-1733,preprint_citing,No,Can preprints be cited?
Nature Reviews Neuroscience,1471-0048,preprint_citing,No,Can preprints be cited?
Nature Reviews. Drug Discovery,1474-1784,preprint_citing,No,Can preprints be cited?
Nature Reviews. Molecular Cell Biology,1471-0080,preprint_citing,No,Can preprints be cited?
Neural Information Processing Systems (NIPS),NIPS-ISSN,preprint_citing,Yes,Can preprints be cited?
NeuroImage,1053-8119,preprint_citing,No,Can preprints be cited?
Neuron,1097-4199,preprint_citing,No,Can preprints be cited?
New Media and Society,1461-7315,preprint_citing,No,Can preprints be cited?
Noûs,1468-0068,preprint_citing,Yes,Can preprints be cited?
Nucleic Acids Research,1362-4962,preprint_citing,Yes,Can preprints be cited?
Obstetrical & Gynecological Survey,1533-9866,preprint_citing,Yes,Can preprints be cited?
Optics Express,1094-4087,preprint_citing,No,Can preprints be cited?
Pediatrics,1098-4275,preprint_citing,No,Can preprints be cited?
Philosophical Studies,1573-0883,preprint_citing,Yes,Can preprints be cited?
Physical Review B,1550-235X,preprint_citing,Yes,Can preprints be cited?
Physical Review D,1550- 2368,preprint_citing,Yes,Can preprints be cited?
Physical Review Letters,1079-7114,preprint_citing,No,Can preprints be cited?
Physical Review X,2160-3308,preprint_citing,Yes,Can preprints be cited?
Physics Letters B,0375-9601,preprint_citing,No,Can preprints be cited?
PLoS One,1932-6203,preprint_citing,Yes,Can preprints be cited?
Proceedings of the National Academy of Sciences,1091-6490,preprint_citing,No,Can preprints be cited?
Progress in Human Geography,1477-0288,preprint_citing,No,Can preprints be cited?
Public Opinion Quarterly,1537-5331,preprint_citing,No,Can preprints be cited?
Regional Studies,1360-0591,preprint_citing,No,Can preprints be cited?
Renewable and Sustainable Energy Reviews,1364-0321,preprint_citing,No,Can preprints be cited?
Research Policy,0048-7333,preprint_citing,No,Can preprints be cited?
Review of Economics and Statistics,0034-6535,preprint_citing,No,Can preprints be cited?
Reviews of Modern Physics,1539-0756,preprint_citing,No,Can preprints be cited?
Science,1095-9203,preprint_citing,No,Can preprints be cited?
Science Translational Medicine,1946-6234,preprint_citing,No,Can preprints be cited?
Scientific Reports,2045-2322,preprint_citing,Yes,Can preprints be cited?
Social Science & Medicine,0277-9536,preprint_citing,No,Can preprints be cited?
Strategic Management Journal,1097-0266,preprint_citing,Yes,Can preprints be cited?
Synthese,1573-0964,preprint_citing,No,Can preprints be cited?
System,0346-251X,preprint_citing,No,Can preprints be cited?
Teaching and Teacher Education,0742-051X,preprint_citing,No,Can preprints be cited?
TESOL Quarterly,1545-7249,preprint_citing,No,Can preprints be cited?
The Astrophysical Journal,1538-4357,preprint_citing,No,Can preprints be cited?
The China Quarterly,1468-2648,preprint_citing,No,Can preprints be cited?
The Cochrane Database of Systematic Reviews,1469-493X,preprint_citing,No,Can preprints be cited?
The European Physical Journal C,1434-6052,preprint_citing,No,Can preprints be cited?
The Journal of Clinical Investigation,1558-8238,preprint_citing,No,Can preprints be cited?
The Journal of Finance,1540-6261,preprint_citing,No,Can preprints be cited?
The Journal of Physical Chemistry Letters,1948-7185,preprint_citing,No,Can preprints be cited?
The Lancet,1474-547X,preprint_citing,No,Can preprints be cited?
The Lancet Neurology,1474-4422,preprint_citing,No,Can preprints be cited?
The Lancet Oncology,1470-2045,preprint_citing,No,Can preprints be cited?
The Modern Language Journal,1540-4781,preprint_citing,No,Can preprints be cited?
The New England Journal of Medicine,1533-4406,preprint_citing,No,Can preprints be cited?
The Quarterly Journal of Economics,1531-4650,preprint_citing,No,Can preprints be cited?
The Review of Economic Studies,1467-937X,preprint_citing,No,Can preprints be cited?
The Review of Financial Studies,1465-7368,preprint_citing,No,Can preprints be cited?
Tourism Management,0261-5177,preprint_citing,No,Can preprints be cited?
World Development,1873-5991,preprint_citing,No,Can preprints be cited?
Academic Medicine,1040-2446,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
ACS Applied Materials & Interfaces,1944-8252,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
Accounts of Chemical Research,1520-4898,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
ACS Catalysis,2155-5435,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Academy of Management Journal,0001-4273,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
ACS Nano,1936-086X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Advanced Energy Materials,1614-6840,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Advanced Functional Materials,1616-3028,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Advanced Materials,1521-4095,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
American Economic Review,0002-8282,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
American Journal of Political Science,1540-5907,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
American Journal of Public Health,1541-0048,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
American Political Science Review,1537-5943,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
American Sociological Review,1939-8271,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Angewandte Chemie International Edition,1521-3773,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Annals of Internal Medicine,0003-4819,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Annals of Oncology,1569-8041,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Annals of the Rheumatic Diseases,1468-2060,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
Annals of Tourism Research,0160-7383,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
Applied Energy,0306-2619,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
Applied Linguistics,1477-450X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Applied Physics Letters,1077-3118,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Astronomy & Astrophysics,1432-0746,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Biomaterials,0142-9612,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
Blood,1528-0020,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
BMJ,1756-1833,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Cancer Cell,1535-6108,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Cancer Research,0099-7013,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Cell,1097-4172,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Cell Metabolism,1550-4131,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Cell Stem Cell,1934-5909,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
"Chemical communications (Cambridge, England)",0144-557X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Chemical Reviews,1520-6890,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Chemical Society reviews,1460-4744,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Chemistry of Materials,1520-5002,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Circulation,0009-7322,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Circulation Research,1524-4571,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Clinical Cancer Research,1557-3265,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Computers & Education,0360-1315,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Diabetes Care,1935-5548,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Digital Journalism,2167-082X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
