journal,issn,variable,label,value
Journal of Clinical Oncology,1527-7755,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journal of Communication,1460-2466,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journal of Cosmology and Astroparticle Physics,1475-7516,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journal of Economic Perspectives,1944-7965,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journal of Educational Psychology,1939-2176,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journal of Financial Economics,0304-405X,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journal of Geophysical Research,2156-2202,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journal of Hepatology,0168-8278,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journal of High Energy Physics,1029-8479,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journal of Management,1557-1211,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journal of Materials Chemistry. A,2050-7488,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journal of Pragmatics,0378-2166,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journal of the American Chemical Society,1520-5126,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journal of the American College of Cardiology,0735-1097,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",No
Journal of Youth and Adolescence,1573-6601,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journalism,1741-3001,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journalism Practice,1751-2786,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Journalism Studies,1461-670X,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Land Use Policy,0264-8377,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Language Learning,1467-9922,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Lingua,0024-3841,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Management Information Systems Quarterly,2162-9730,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Management Science,1526-5501,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
"Media, Culture & Society",1460-3675,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Molecular Cell,1097-2765,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Monthly Notices of the Royal Astronomical Society,1365-2966,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nano Letters,1530-6992,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nanoscale,2040-3372,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature,1476-4687,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Biotechnology,1546-1696,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Cell Biology,1476-4679,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Chemistry,1755-4349,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Climate Change,1758-6798,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Communications,2041-1723,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Genetics,1546-1718,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Immunology,1529-2916,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Materials,1476-4660,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Medicine,1546-170X,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Methods,1548-7105,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Nanotechnology,1748-3395,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Neuroscience,1546-1726,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Photonics,1749-4893,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Physics,1745-2481,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Reviews Cancer,1474-1768,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Reviews Genetics,1471-0064,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Reviews Immunology,1474-1733,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Reviews Neuroscience,1471-0048,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Reviews. Drug Discovery,1474-1784,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nature Reviews. Molecular Cell Biology,1471-0080,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Neural Information Processing Systems (NIPS),NIPS-ISSN,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
NeuroImage,1053-8119,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Neuron,1097-4199,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
New Media and Society,1461-7315,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Noûs,1468-0068,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Nucleic Acids Research,1362-4962,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Obstetrical & Gynecological Survey,1533-9866,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Optics Express,1094-4087,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Pediatrics,1098-4275,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Philosophical Studies,1573-0883,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Physical Review B,1550-235X,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Physical Review D,1550- 2368,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Physical Review Letters,1079-7114,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Physical Review X,2160-3308,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Physics Letters B,0375-9601,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
PLoS One,1932-6203,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Proceedings of the National Academy of Sciences,1091-6490,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Progress in Human Geography,1477-0288,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Public Opinion Quarterly,1537-5331,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Regional Studies,1360-0591,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Renewable and Sustainable Energy Reviews,1364-0321,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Research Policy,0048-7333,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Review of Economics and Statistics,0034-6535,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Reviews of Modern Physics,1539-0756,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Science,1095-9203,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Yes
Science Translational Medicine,1946-6234,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Scientific Reports,2045-2322,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Social Science & Medicine,0277-9536,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Strategic Management Journal,1097-0266,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Synthese,1573-0964,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
System,0346-251X,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Teaching and Teacher Education,0742-051X,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
TESOL Quarterly,1545-7249,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The Astrophysical Journal,1538-4357,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The China Quarterly,1468-2648,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The Cochrane Database of Systematic Reviews,1469-493X,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",No
The European Physical Journal C,1434-6052,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The Journal of Clinical Investigation,1558-8238,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The Journal of Finance,1540-6261,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The Journal of Physical Chemistry Letters,1948-7185,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The Lancet,1474-547X,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The Lancet Neurology,1474-4422,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The Lancet Oncology,1470-2045,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The Modern Language Journal,1540-4781,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The New England Journal of Medicine,1533-4406,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The Quarterly Journal of Economics,1531-4650,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The Review of Economic Studies,1467-937X,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
The Review of Financial Studies,1465-7368,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
Tourism Management,0261-5177,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
World Development,1873-5991,opr_interaction,"Is there open interaction (reviewers
consult with one another)?",Not specified
